_id,ETSB Name,Report Year,Population,Contact,Contact Email,Contact Phone,Illinois Surcharge,Wireline Surcharge,VoIP Surcharge,Local Funds,Grant Funds,Interest Income,Contractual Services Revenue,Other Revenue,BOY Reserve Balance,Expenses Not Classified Above,Operating Expenses,Primary PSAPS,Secondary PSAPS,Infrastructure,Call Taking,Radio,CAD,Mapping,EMD,Other Equipment/Software,Coordinator/Director Salary,Telecommunicators Salaries,Mapping/GIS Salaries,Technical/IT Salaries,Other Salaries,Fringe Benefits,Capital Improvements,Leases,Utilities,Emergency Backup,Insurance,Furniture/Fixtures,Office Supplies,Other Facility Costs,Telephone/9-1-1 Trunks,NG 9-1-1/ESInet,Microwave/Broadband,Training/Memberships,Travel,Membership Dues,Legal,Audit,Translation,Contract Fees to Other 9-1-1,Other Professional Services,State Consol. Grant Funds,Remaining Cash Balance,Vehicle,Mobile Data Terminals,Software Licenses,Voice/Data Logging Recorder,Other Personnel Cost,Radio Ciruits,Conferences,Certifications,Public Education,Mapping/Addressing/GIS Professional Services
645,Lake Forest 9-1-1,2013,"19,349",Commander Craig Lepkowski,lepkowsc@cityoflakeforest.com,847-810-3807,175046,111201,0,0,0,838,0,0,259520,0,0,1,1,19282,0,11935,54000,0,0,0,0,131298,0,0,0,0,64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Lake Forest 9-1-1,2014,"19,375",Commander Craig Lepkowski,lepkowsc@cityoflakeforest.com,847-810-3807,164011,106615,0,0,0,1027,0,0,265290,0,0,1,1,14599,0,16020,51110,0,0,0,0,81098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Lake Forest 9-1-1,2015,"19,375",Commander Craig Lepkowski,lepkowsc@cityoflakeforest.com,847-810-3807,165464,104480,0,0,0,263,0,0,374116,0,0,1,1,43970,5224,389658,42008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Lake Forest 9-1-1,2016,"19,375",(*blank*),breynolds@glenview.il.us,(*blank*),181802,69013,0,0,0,382,0,0,163463,0,0,1,1,36475,0,143869,11156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Lansing,2013,"28,508",Brian Weis,bweis@villageoflansing.org,708-895-7125,150864.26,53475.02,19181.72,0,0,784,0,197,475580,60607,0,1,0,2100,19119,341331,500,0,0,2043,0,89146,0,0,0,0,25031,0,0,6902,0,0,0,1551,19325,0,10887,4230,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
650,Lansing,2014,"28,522",Brian Weis,bweis@villageoflansing.org,708-895-7125,160076,37947.86,21540.24,0,0,410,0,0,409858,65495.62,17250,1,0,15805.49,10644,26840.52,1858.95,0,0,1548,0,93718,0,0,0,0,0,0,0,1107,0,4968.28,115.88,1151,20896.79,0,993,1281,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0
651,Lansing,2015,"28,522",Brian Weis,bweis@villageoflansing.org,708-895-7125,160076,59488,0,0,0,411,0,0,409858,65495.62,17250,1,0,15805.49,10644,26840.52,1858.95,0,0,1548,0,93718,0,0,0,0,0,0,0,1107,0,4968.28,115.88,1151,20896.79,0,993,1281,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0
652,Lansing,2016,"28,349",(*blank*),bweis@villageoflansing.org,(*blank*),190512.43,26465.27,16797.91,0,0,155,0,0,254070.07,52791.65,0,1,0,24447.94,10644.48,44859.4,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.62,16012.05,0,11405.88,3339.33,12,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0
653,Lansing,2017,"28,331",Brian Weis,bweis@villageoflansing.org,708-895-7125,222314.83,0,0,0,0,101.21,0,0,0,1151,0,1,0,28110.24,0,0,0,0,0,46398.51,0,0,0,0,0,0,0,6126,0,7915,0,0,0,0,63057.47,0,11115.01,3844,0,0,0,0,0,0,0,0,137632.07,0,0,2235.5,0,0,0,0,217,0,0
654,Lansing,2018,"27,962",Brian Weis,bweis@villageoflansing.org,708-895-7125,371376,0,0,0,0,361,0,180866,0,0,0,1,0,64548,0,61046,0,0,0,0,0,0,0,0,0,0,264983,0,0,0,0,0,564,0,64683,0,0,3136,0,0,0,0,0,0,0,0,189878,0,0,0,0,0,0,0,0,0,0
655,Lansing,2019,"27,657",Brian Weis,bweis@villageoflansing.org,708-895-7125,559177.34,0,0,0,0,1037.57,0,0,0,0,0,1,0,64547.64,0,61504.34,0,0,0,36997.81,0,0,0,0,0,0,38721.99,0,0,8061.72,0,0,841.26,0,60473.67,0,3351.82,1164.53,0,289,0,0,0,0,0,0,0,0,10311.58,0,0,0,0,0,0,0,0
656,Lansing,2020,"28,331",Brian Weis,bweis@villageoflansing.org,708-895-7125,304871.29,0,0,0,0,1106.42,0,0,107181.57,0,6521,1,0,0,78444.04,32476.92,0,0,0,20315.8,0,0,0,0,0,0,0,0,0,15557.73,0,0,2105.62,0,50883.78,0,11406.9,4581.91,0,0,0,0,0,0,0,90223.86,450289.98,0,0,18500,0,0,0,0,0,0,0
657,LaSalle County JETSB,2017,"110,642",Curtis A. Yasm,etsb911@lasallecounty.org,815-434-8384,538560.06,0,0,0,0,1583.72,0,2784.57,0,0,118,3,0,39865,285,23430.45,0,0,4410,3767,31332.08,40000,0,0,0,3467.64,0,0,1529.04,14306.71,7976,0,80.71,0,570.75,0,214.13,0,754.02,0,0,0,5.14,2915.79,7690.6,0,925079.63,0,0,0,0,0,51292.47,950,4243,0,1450
658,LaSalle County JETSB,2018,"110,642",Curtis A. Yasm,etsb911@lasallecounty.org,815-434-8384,1401397.87,0,0,0,0,7870,0,10,0,0,0,3,0,38021,56928.65,58707.32,3325.9,15531.5,0,1188.16,67482,325000,0,0,4412.76,9426.38,0,4702.5,2282.52,2374.6,7638,5265,237.65,0,7271,0,2693.46,70,0,0,3807.2,7100,75.26,43718,9762.29,0,1227354.57,0,0,675,5904.59,0,41968.17,450,8219,0,0
659,LaSalle County JETSB,2019,"110,642",Curtis A. Yasm,etsb911@lasallecounty.org,815-434-8384,1444098.79,0,0,0,0,16372.72,0,0,0,0,858.79,3,0,8163.7,206247.58,71036.26,2800,32939.5,0,1243.26,68664.18,390000,0,0,6115.4,10078.38,0,43981.91,2497.96,14262.96,13913,5268.98,123.9,0,16383.82,0,2175.46,2068,0,0,0,4200,113.67,0,11441.88,0,1902395,0,0,0,5893.74,0,67892.5,223.88,9577,0,0
660,Lasalle County JETSB,2020,"110,642",Curtis A. Yasm,etsb911@lasallecounty.org,815-434-8384,1494917.67,0,0,0,58860,23280.92,0,0,0,0,71.22,3,0,6035.98,28700.87,37874.67,67239.15,74290.5,0,6935.94,68758.78,390000,0,0,6016.81,10685.34,0,33998.58,2801.68,3215.93,15484,0,268.05,0,17247.58,0,2539.32,0,0,0,0,2900,7.69,0,4965,0,2364701,0,0,0,17701.25,0,89640.22,0,10789,0,0
661,Lawrence County,2016,"14,600",(*blank*),lawrencecounty911@outlook.com,(*blank*),0,122966,0,0,0,492,175900,70,106766,10719.61,29.9,1,0,9943.6,81399.24,7822.61,0,4157.5,0,0,34677,0,0,0,23978,14356.46,0,17927.4,9265.45,14836.62,4688,0,8807.61,4172.05,6081.81,0,1620.18,2709.86,1840.71,137,0,0,0,0,8647.94,0,0,0,0,0,0,0,0,0,0,0,0
662,Lawrence County,2018,"16,833",Janelle A Adams,karl_pound@isp.state.il.us,618-945-7119,354055,0,0,0,0,143,0,179400,150000,0,2363,1,0,0,494,22260,0,2781,0,18352,41600,249868,0,3910,4500,0,2813,0,8669,1440,0,30,6493,2902,6900,0,4953,2826,0,756,0,0,0,0,4066,0,109423,1960,0,3800,8216,2714,4728,2382,342,1000,0
663,Lawrence County,2019,"15,765",Janelle A Adams,lawrencecounty911@outlook.com,618-945-7119,349149.78,0,0,0,110616.19,137,173050,0,150000,0,1750,1,1,7000,8748,13891,14025,3781,0,0,43680,289842.06,2780,0,3000,3701,154764,16252.08,9983,9500,0,1693,2623,6123,12658.3,0,1986.74,1700,0,836,0,0,0,0,0,0,226179,1912,0,0,5006,4700,3676.44,773,1668,1900,0
664,Lawrence County,2020,"15,543",Janelle Adams,lawrencecounty911@outlook.com,618-945-7119,350850.1,0,0,0,18000,5292,179850,299,150000,0,1379,1,0,0,14217.78,27902.74,13280,2781,0,0,48313.6,305342,14720,8153.5,18212,1830.33,0,0,7259.56,1853.77,0,1572.22,5749.32,2110.18,11546.92,6246.14,1801.5,0,0,836,0,0,0,0,0,0,296332.78,1315,0,390,5156,4776.23,3676.44,0,6370,67.41,22960
665,Lawrence County E911,2017,"15,000",Janelle Adams,lawrencecounty911@outlook.com,618-945-7119,277156,0,0,150000,0,253.29,179400,1440,50000,6443.65,11275.73,1,0,25165.35,54266,7675.22,0,2486.25,0,0,36000,196734.81,0,2977.5,4007,17228.13,74556.15,673.89,9509.35,709.86,4010,1991.87,7769.73,23343.2,6537.41,0,7077.9,3408.58,772.36,675,510.24,0,0,0,84.95,0,107400,0,0,0,4037.78,0,7675.27,2681.51,321.79,0,0
666,Lee County,2020,"34,096",Shelley Dallas,sdallas@countyoflee.org,815-288-5911,627613.77,0,0,53500,5625,16311.79,0,1000,1700197,0,0,1,0,0,206734,69288.14,4000,0,0,1600,89793.11,131132.16,0,0,0,23454.34,0,0,9626.36,7358.54,0,1174,3010.08,10176.21,2648,0,3600,2784,0,985,0,4500,40.25,0,0,0,15480,0,0,0,9422,0,0,0,2675.55,747.7,4484
667,Lee County ETSB,2013,"36,000",DIRECTOR SHELLEY DALLAS,sdallas@countyoflee.org,815-288-5911,201299,186919,49528,0,1875,4143,0,0,743406,5398,1896,1,0,23008,3654,18329,29335,8655,0,0,62702,115701,0,0,8623,13087,3420,0,13596,3747,0,0,2096,332,83113,0,0,5151,2611,738,487,4500,7,0,5490,0,0,0,0,0,0,0,0,0,0,0,0
668,Lee County ETSB,2014,"36,000",DIRECTOR SHELLEY DALLAS,sdallas@countyoflee.org,815-288-5911,187110,150573,61480,0,1160,2739,0,0,771494,6548,38,1,0,11169,3668,12253,25584,10650,0,0,66004,124380,0,0,18029,15478,6867,0,11619,4572,0,0,2699,0,82932,0,0,4977,3386,440,0,4500,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0
669,Lee County ETSB,2015,"36,000",DIRECTOR SHELLEY DALLAS,sdallas@countyoflee.org,815-288-5911,178036,153202.12,63037.03,0,2866,3177.82,0,0,757373,6615,0,1,0,15098,4858,17971,24024,7725,0,0,66484,123943,0,0,24768,18472,29995,0,12188,2856,0,25,2168,0,82302,0,3600,3741,1749,897,296,4641,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Lee County ETSB,2016,"36,000",(*blank*),sdallas@countyoflee.org,(*blank*),167082.33,158355.95,81212.05,8565,0,5071.81,3600,0,703260,5887,90,1,0,27609,4085,14391,11763,5273,0,0,68805,126845,0,0,22152,17649,1461,0,10780,1461,0,1637,3125,890,63117,0,7200,3999,1530,329,55,4700,2,0,9275,0,0,0,0,0,0,0,0,0,0,0,0
671,Lee County ETSB,2017,"35,000",Shelley Dallas,sdallas@countyoflee.org,815-288-5911,445661.13,0,0,0,0,8474.22,0,3600,1010182,0,800,1,0,0,1239.55,14067.77,18800,400,0,0,81648.45,108057.36,28087.04,0,0,26736.7,0,3900,12499.97,2552,0,3934.18,1888.44,4362.21,0,0,7200,470,2156.12,576,0,4350,8.05,0,2540.85,0,33366,0,0,0,16335.2,0,0,800,3476,0,0
672,Lee County ETSB,2018,"35,000",Shelley Dallas,sdallas@countyoflee.org,815-288-5911,578475,0,0,0,0,12518,0,7298,1138346,0,0,1,0,0,1255,49785,15053,121,0,0,83979,102868,0,0,6060,16807,0,0,10739,2770,0,2325,3426,7155,3093,0,7200,4908,0,237,0,0,28,0,0,0,2753,0,6904,0,0,0,0,1368,2873,500,0
673,Lee County ETSB,2019,"35,000",Shelley Dallas,sdallas@countyoflee.org,815-288-5911,610758.38,0,0,0,0,17627.38,0,12498,1378212.26,0,0,1,0,0,0,8989.44,12573.13,304.43,0,0,96691.45,108289.23,0,0,357.5,13918.64,0,0,10244.98,5120.46,0,696.45,2153.88,55781.87,2802.65,0,7200,2647.22,0,464.4,292.5,4500,13.8,0,0,0,43526.29,0,6794.48,0,0,658.38,0,1788.97,2960.31,460.18,0
674,Libertyville ETSB,2013,"20,315",Michael O'Connor,moconnor@libertyville.com,847-362-8310,,136725,0,0,0,515,0,0,335285,0,0,1,0,18131.64,5070.3,39878.86,0,0,0,0,9594,0,0,0,0,3072,73439.09,0,0,0,10373,0,2014.34,0,40591.54,0,0,0,0,5958,0,0,0,108617.56,13466.53,0,0,0,0,0,0,0,0,0,0,0,0
675,Libertyville ETSB,2014,"20,315",Michael O'Connor,moconnor@libertyville.com,847-362-8310,256859.02,128285.2,0,0,0,0,0,0,429042,0,3500,0,0,10433.74,0,30076.33,0,0,0,0,10127.77,0,0,0,0,2139,47275.28,0,0,0,9279,0,14.44,0,55621,0,0,0,0,5476,0,0,0,94250,12936.75,0,0,0,0,0,0,0,0,0,0,0,0
676,Libertyville ETSB,2015,"20,315",Michael O'Connor,moconnor@libertyville.com,847-362-8310,228405.27,115050.68,0,0,119114,739.9,0,0,0,0,0,0,0,10488.91,0,45143,0,0,0,551.75,10357.21,0,0,0,0,2203.99,193119.22,0,0,0,8310,0,0,0,51225.65,0,0,0,0,976.25,0,0,0,101232,24361,0,0,0,0,0,0,0,0,0,0,0,0
677,Libertyville ETSB,2016,"20,315",(*blank*),emanke@vhills.org,(*blank*),200685.92,83566.34,0,0,0,1177.41,0,0,481594,85.5,0,0,0,0,0,44789.11,0,0,0,326.56,10618.39,0,0,0,0,2179.13,209725.65,0,0,0,7891,0,0,0,15484.53,0,0,0,0,234.63,0,0,0,105679.96,20909.92,0,0,0,0,0,0,0,0,0,0,0,0
678,Lincolnshire ETSB,2013,"7,275",Sarah Maciareillo,smacia@village.lincolnshire.il.us,847-913-2340,159327.74,174362,0,0,0,247,80343,0,99730,3161,0,1,1,0,0,526,5500,0,0,0,0,412406,0,0,0,0,0,0,0,0,0,0,39,630,21888,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Lincolnshire ETSB,2014,"7,275",Sarah Maciareillo,smacia@village.lincolnshire.il.us,847-913-2340,144726,172919,0,0,0,203,67464,1168,129320,1300,0,1,1,0,0,1220,2708,0,0,0,0,308057,0,0,0,0,0,0,0,0,12500,0,0,0,23634,0,0,0,0,0,0,0,0,29016,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Lincolnshire ETSB,2015,"7,275",Sarah Maciareillo,smaciareillo@lincolnshireil.gov,847-913-2340,121878,199815,0,0,0,259,0,0,137365,0,0,0,0,0,0,0,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10790,0,0,0,0,0,0,0,0,274362,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Lincolnshire ETSB,2016,"7,275",(*blank*),smaciareillo@lincolnshireil.gov,(*blank*),130158,246114,0,0,0,301,0,0,183631.64,0,0,0,0,0,0,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10795,0,0,0,0,0,0,0,0,282592.44,0,0,0,0,0,0,0,0,0,0,0,0,0
682,Lincolnwood ETSB,2013,"12,590",Ray Williams,rwilliams@lwd.org,847-745-4750,93463.42,96795,0,0,0,942.41,0,0,103838,0,23332,1,0,3878.91,2739,0,9509.42,0,0,0,15283.33,138315.03,0,0,0,0,0,0,0,0,0,0,0,1154.8,31210.37,0,0,2491.09,0,0,0,0,27.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,Lincolnwood ETSB,2014,"12,590",Ray Williams,rwilliams@lwd.org,847-745-4750,87382.37,88662,0,0,0,864.68,0,0,67096,0,18558,1,0,4791.2,0,0,15695.46,0,0,0,15588.12,135498.22,0,0,0,0,0,0,0,847,0,0,0,0,32248.29,0,0,1673.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Lincolnwood ETSB,2015,"12,590",Ray Williams,rwilliams@lwd.org,847-745-4750,0,176351.2,0,0,0,1242.32,0,0,7871,0,4824,1,0,5778.28,0,735,19197.5,2975,0,0,15896.23,134288.25,0,0,0,0,0,0,0,508.65,0,0,0,0,35317.74,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Lincolnwood ETSB,2016,"12,686",(*blank*),rwilliams@lwd.org,(*blank*),101490.34,46527,19108,0,0,1356.53,0,0,2149,0,5257,1,0,4576.5,0,0,19606.46,0,0,0,16217.01,121427.13,0,0,0,0,0,0,0,254.28,0,0,0,0,24033.37,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Lincolnwood ETSB,2017,"12,697",Raymond Williams,rwilliams@lwd.org,847-745-4750,152777,0,0,0,0,2835,0,315933,0,0,0,1,0,53772,85959,35076,64036,0,0,0,3334,19058,0,0,0,6692,0,0,0,0,0,0,353,11275,24920,0,0,0,0,35,0,0,0,122799,4704,0,10600,0,0,30872,0,0,0,0,0,0,0
687,Lincolnwood ETSB,2018,"12,697",Raymond Williams,karl_pound@isp.state.il.us,847-745-4750,4450,0,0,0,0,1256,0,0,0,0,0,1,0,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917,0,0,0,0,0,0,0,0,11289,0,0,19260,0,0,0,0,0,0,0,0,0,0
688,Livingston County ETSB,2013,"38,950",CANDI BRADSHAW,cb.livcm911@frontier.com,1-815-842-8081,218999,227969,0,0,0,4946,0,0,989359,4274.12,0,1,0,547.54,0,0,0,6880,0,0,54058,0,0,0,19912,12770,0,0,4503,6109,0,0,3167,0,134862,0,0,727,0,951,342,0,512.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Livingston County ETSB,2014,"38,950",CANDI BRADSHAW,cb.livcm911@frontier.com,1-815-842-8081,208265,207914,0,0,0,2451,0,0,889988,3834.9,0,1,0,879,0,0,0,6880,0,0,57375,0,0,0,9819,12959,0,0,10654,6138,0,0,3220,0,128325,0,0,1110,0,911,0,0,111.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Livingston County ETSB,2015,"38,950",CANDI BRADSHAW,cb.livcm911@frontier.com,815-842-8081,202330,192972,0,0,0,1412,0,0,839463,10432.97,0,1,0,1072.19,0,0,0,7000,0,0,59773,0,0,0,0,11597,0,0,10524,6407.49,0,0,2381,0,123354.01,0,0,953,0,712,0,0,149.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Livingston County ETSB,2016,"38,950",(*blank*),cb.livcm911@frontier.com,(*blank*),242566.52,191566.55,0,0,0,1180,0,0,551471,17343.23,0,1,0,2514.74,0,0,0,7100,0,0,58805.13,0,0,0,0,12593.73,0,0,13172.06,16362,0,1327.09,2891.76,0,117808.08,0,0,0,882.64,1056.36,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Logan County ETSB,2013,"30,013",Cheryl Hedrick,logan911@lincolnil.us,217-732-3911,172803,215084,0,0,0,64,332080,0,0,10333,486,1,0,3169,1781,8744,2355,3250,195,0,30595,435223,0,0,45454,11310,0,7500,0,1225,0,107,2131,0,67892,0,0,4304,0,284,8304,600,0,0,32034,0,0,0,0,0,0,0,0,0,0,0,0
693,Logan County ETSB,2014,"30,013",Cheryl Hedrick,logan911@lincolnil.us,217-732-3911,155368,173144,0,139300,0,94,348687,302,42755,12938,2354,1,0,265,2868,21279,0,3250,195,0,36157,496576,0,0,114957,9698,0,7500,0,1736,0,0,3828,397,61831,0,0,2433,0,659,2750,620,0,0,41683,0,0,0,0,0,0,0,0,0,0,0,0
694,Logan County ETSB,2015,"30,013",Cheryl Hedrick,logan911@lincolnil.us,217-732-3911,147323.45,174676.65,0,0,121524.31,68.94,366130.47,8040.79,98670,16029.2,2376.55,1,0,6809.37,5223.39,11282.5,13496.67,1750,0,0,33094.58,433832.87,0,0,98106.46,12735.73,0,7500,0,2099.74,0,0,5872.48,2100,62444.13,0,0,4609.64,0,50,1518.75,780,0,7522.61,32004.83,0,0,0,0,0,0,0,0,0,0,0,0
695,Logan County ETSB,2016,"29,764",(*blank*),logan911@lincolnil.us,(*blank*),198954,169266.24,0,0,161899,72.22,402659.73,9001.69,155195,16893.66,20396.04,1,0,22304.68,0,2857.75,21951.68,2250,0,0,38875.92,491913.93,0,0,107870.61,13705.88,0,7500,0,5215.66,0,588.61,7602.18,0,106934.59,0,0,8184.46,1048.24,117,2458.75,780,0,0,46648.87,0,0,0,0,0,0,0,0,0,0,0,0
696,Logan County ETSB,2017,"29,764",Cheryl Hedrick,logan911@lincolnil.us,217-732-3911,343362,0,0,430524,164358,140,0,6311,0,6970,20493,1,0,6492,6784,14715,14891,0,245,236,43764,383139,0,31304,167224,126945,0,11250,0,4343,0,0,7041,6062,5173,0,2305,1527,0,410,7824,0,0,0,960,0,202387.03,0,0,0,717,0,0,1002,0,0,2250
697,Logan County ETSB,2018,"29,764",Cheryl Hedrick,logan911@lincolnil.us,217-732-3911,473790,0,0,466270.08,158491,229,0,20000,0,0,5267,1,0,13845,9018,39992,15487,0,490,7200,45299,420828,0,24350,149042,139936,0,15500,0,1750,0,0,6643,5690,7137,0,4995,992,0,359,19278,900,0,0,0,0,327818,6042,0,800,0,3542,0,0,30,2470,14475
698,Logan County ETSB,2019,"29,245",Cheryl Hedrick,chedrick@logancountyil.gov,217-732-3911,468627.41,0,0,416588,300888,206,0,5314,0,0,0,1,0,37444,214357,121649,0,0,490,19439,27803,505223,0,16076,184981,138257,0,4000,0,1382,0,141,6502,0,9763,0,1944,1741,0,543,1963,900,0,0,0,0,326184,3321,0,506,49199,0,0,300,3069,790,20275
699,Logan County ETSB,2020,"29,245",Cheryl Hedrick,chedrick@logancountyil.gov,217-732-3911,487253.18,0,0,0,52102,118,0,0,0,0,0,1,0,9259.41,10531.65,6418.2,13666.66,400,0,0,58082.96,196958.56,0,8090,0,18689.56,0,0,0,1320.31,0,596.5,824.11,0,4837.12,0,2529,64,0,309,0,120,0,0,0,0,313892,0,0,0,318.7,399.96,0,0,66.38,0,17750
700,Lynwood 9-1-1,2017,"13,176",Denine Pikowitz,Dpikowitz@lynwoodil.us,708/753-2604,88848.06,0,0,670334.66,0,0,199810.14,0,0,0,26867.35,1,0,28153.46,21094.48,9473.55,17278.82,0,0,0,66287.38,289536.61,0,0,0,188555.18,0,0,0,555,0,1442.84,0,0,8469.67,0,17697.26,0,0,0,0,0,0,345250.03,2276.95,0,161513.28,0,0,71085.88,4276.28,0,9000,0,0,0,0
701,Lynwood-Thornton-E. Hazel Crest 9-1-1,2013,"13,216",Denine Pikowitz,Dpikowitz@lynwoodil.us,708/753-2604,55097.09,28330.44,28286.17,0,64320,0,206512.37,8768,186420,46.14,0,1,1,15278.21,10182.23,55192.22,24973.79,0,0,0,0,566799.05,0,0,0,0,0,0,313.51,4843,0,0,2148.82,26982.51,0,0,11471.3,4484.86,0,449,0,0,0,0,61259.88,0,0,0,0,0,0,0,0,0,0,0,0
702,Lynwood-Thornton-E. Hazel Crest 9-1-1,2014,"13,216",Denine Pikowitz,Dpikowitz@lynwoodil.us,708/753-2604,42511.14,12100.19,23932.8,0,136092,0,229196.84,0,94120,0,0,1,1,29024.2,10316.13,147785.42,14920.87,0,0,0,0,624220.87,0,0,0,0,0,0,312.44,0,0,0,317.88,11916.93,0,0,44074.15,3015.75,0,265,477,0,0,0,29344.08,0,0,0,0,0,0,0,0,0,0,0,0
703,Lynwood-Thornton-E. Hazel Crest 9-1-1,2015,"13,216",Denine Pikowitz,Dpikowitz@lynwoodil.us,708/753-2604,41373,13405,21243,0,0,0,231065.84,0,0,0,0,1,2,15562.55,13831.35,105177.12,17831.57,0,0,0,0,660719.78,0,0,0,0,0,0,0,0,0,0,0,3329.29,0,0,34533.47,6826.32,0,0,0,0,0,0,6832.69,0,0,0,0,0,0,0,0,0,0,0,0
704,Lynwood-Thornton-E. Hazel Crest 9-1-1,2016,"13,216",(*blank*),Dpikowitz@lynwoodil.us,(*blank*),418.07,46472.85,27003.07,0,67260.65,135.6,235776.04,0,266842,340,0,1,2,91019.9,10316.13,66432.79,13856.56,0,1196,1995.5,0,702403.44,0,0,0,0,0,0,0,1488.37,0,0,74,1746.42,0,0,54359.48,4229.05,0,0,0,0,0,0,31955.31,0,0,0,0,0,0,0,0,0,0,0,0
705,Lyons E9-1-1,2013,"10,768",Gordon Nord,Gnord@villageoflyons-il.net,(708) 442-4470,59821,40193,11736,728019,0,0,0,0,-303609,0,0,1,1,260,0,0,21727,0,0,0,0,706279,0,0,0,0,102038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12875,0,0,0,0,0,0,0,0,0,0,0,0
706,Lyons E9-1-1,2014,"10,781",Gordon Nord,Gnord@villageoflyons-il.net,(708) 442-4470,60273,38906,11384,743164,0,0,0,0,-307019,0,0,1,1,11817,0,0,13324,0,0,0,0,729786,0,0,0,0,102038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,0,0,0,0,0,0,0,0,0,0,0,0
707,Lyons E9-1-1,2015,"10,781",Mike Groberski,mbroberski@villageoflyons-il.net,(708) 447-4892,50955,25714,12685,572564,0,0,0,0,-316970,0,0,1,1,7059,0,0,0,0,0,0,0,565920,0,0,0,0,101079,0,0,0,0,0,0,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Lyons E9-1-1,2016,"10,729",(*blank*),mgroberski@lyonspolice.org,(*blank*),46864,27799,10755,538109,0,1,0,0,-338842,1500,0,1,1,0,0,0,0,0,0,0,0,387766,0,0,0,0,0,0,0,0,0,0,0,0,6547,0,0,0,0,0,14662,0,0,134180,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Lyons E9-1-1,2017,"10,621",Michael Groberski,mgroberski@villageoflyons-il.net,708-442-4404,99394.33,0,0,430470,0,0,0,0,0,336,0,1,0,0,0,0,32396.5,0,0,0,67804.12,104517.1,0,0,0,74451.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179117,0,-71241.47,0,0,0,0,0,0,0,0,0,0
710,Lyons E9-1-1,2018,"10,621",Thomas Herion,Therion@villageoflyons-il.net,(708) 442-4419,31381.39,0,0,322185,0,0,0,0,0,0,0,1,0,2305.05,0,280,33515.5,0,0,0,46497.32,57884.26,0,0,0,41853.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276746.27,105514.89,0,0,0,0,0,0,0,0,0,0,0
711,Lyons Township Area Communications Center,2017,"42,104",Kimberly Knutsen,kknutsen@ltacc.org,708-352-1232,332433.74,0,0,0,0,0,0,0,0,1918.51,0,1,0,116554.26,0,0,0,0,0,0,108000,45274,0,0,0,53541.26,0,0,0,0,0,0,0,0,0,0,0,7145.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Lyons Township Area Communications Center,2018,"42,000",Michael O'Connor,moconnor@ltacc.org,708-215-3585,573006,0,0,1131730,0,0,0,22,111260,0,41,1,0,3000,22000,865,99554,0,0,1344,86404,781484.4,0,0,0,394081.47,44955,1,300,5900,52500,122,2369,1286,6863,0,0,3585,0,379,9346,29890,1,0,42328,0,314392.08,0,0,400,4856,5980,40229,1981,559,1674,0
